country_code,country_name,cluster,label,mean,std,growth,trend,mean_p1,mean_p2,mean_p3
UKR,Ukraine,0,Emisi Rendah,326259.33426920575,125381.1326256627,-513890.004272461,-12318.651905437457,451879.0,300360.0043945313,226538.998413086
TUV,Tuvalu,0,Emisi Rendah,9.99999986588955,1.0950072536989928e-07,-2.2351741968407168e-07,-1.0740770334095544e-08,10.0,9.999999821186066,9.99999977648258
TZA,Tanzania,0,Emisi Rendah,3909.559222979228,3298.1110289346757,11621.2578092651,156.9251914628962,1756.8597000000002,2282.8180500000003,7688.999918937681
UGA,Uganda,0,Emisi Rendah,1664.4198830154419,1452.5633331294712,5438.2951335144,65.73382801152745,873.1127,814.1469500000001,3305.9999990463257
UZB,Uzbekistan,0,Emisi Rendah,115755.66713460296,9251.482935597645,-1060.0009155269945,3.9043693839600384,110413.0,124069.0007934571,112785.00061035172
URY,Uruguay,0,Emisi Rendah,5430.126240326946,1140.5587617540878,2170.2737711181608,32.69650386581653,5312.3829,4654.4958,6323.500020980835
VEN,"Venezuela, RB",0,Emisi Rendah,106694.4636512696,37432.273243875374,55270.475337891,2031.8937512652224,63283.43585000001,107355.9537,149444.00140380883
VCT,St. Vincent and the Grenadines,0,Emisi Rendah,134.86275049670536,138.8944581120837,248.998990463257,6.12044729154809,25.118949999999998,98.9693,280.5000014901161
YEM,"Yemen, Rep.",0,Emisi Rendah,8619.050053405765,8849.690510315257,11041.328381469699,434.9760592796944,323.97945,6408.67055,19124.500160217292
WSM,Samoa,0,Emisi Rendah,122.29735036756192,77.60837807455205,285.332011920929,4.278472077485725,39.970299999999995,114.92175000000002,212.00000110268584
VGB,British Virgin Islands,0,Emisi Rendah,88.67472727272725,70.32471640778022,209.019,4.303036652236653,17.927555555555557,69.06183333333334,174.27900000000005
VNM,Vietnam,0,Emisi Rendah,62786.67091353353,75644.35897098805,330545.783234375,3547.900989362375,13942.6674,25536.3456,148880.99974060062
ZWE,Zimbabwe,0,Emisi Rendah,11165.550967740195,3363.9148229557663,7286.2602288818,87.83188432719713,7996.912111111112,14432.970210526317,10900.000115444785
CHN,China,1,Emisi Tinggi,3599957.523613542,3279391.9718716377,9926493.4245625,172760.96714467395,813522.8499,2349707.25805,7636642.462890625
USA,United States,2,Emisi Sedang,4733944.143726562,750486.6653747073,1927024.11484375,34275.01983450352,3990596.9819,4881696.9151,5329538.5341796875
RUS,Russian Federation,2,Emisi Sedang,2240196.0574028646,816291.9404914406,254952.61682031,-18175.48778471624,2374546.4148999997,2726305.7597499997,1619735.9975585938
